row_id,QuestionId,QuestionText,MC_Answer,StudentExplanation,Category,Misconception
124,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),3 out of nine triangles are not shaded,True_Correct,NA
125,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),3 out of the 9 triangles are not shaded and 9 divided by 3 is 3 so 1/3,True_Correct,NA
126,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),"3 out of the 9 triangles are not shaded, then simplify it by 3",True_Correct,NA
127,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),3 out of the 9 triangles are not shaded. this is 3/9 which is 1/3 in its simplest form.,True_Correct,NA
128,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),3 over 9 is equal to 1 over 3,True_Correct,NA
129,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),3 over 9 which if divided by 3 it is 1 over3.,True_Correct,NA
130,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),3 parts out of 9 are shaded. This can be simplified to 1/3,True_Neither,NA
131,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),3 pieces of the shape is not shaded in therefore 1/3 of the number is NOT shaded,True_Correct,NA
132,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),"3 shape not shade, there are 9 shape.
simplest form of 3/9 is 1/3",True_Correct,NA
133,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),3 shapes are shaded and there is 9 shapes altogether,True_Correct,NA
134,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),"3 squares are not shaded out of 9 squares,
3/9 is equivalent to 1/3, which is its simplest form",True_Correct,NA
135,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),3 squares are shaded and 6 aren't so that gets you to 3 9ths so you simplify it down to 1 3rd,True_Neither,NA
136,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),"3 squares not shaded
all of them are 9
so 3/9=1/3",True_Correct,NA
137,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),3 squares not shaded all of themm are 9 so 3/9=1/3.,True_Correct,NA
138,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),3 triangles are not shaded and there are 9 triangles. If you shorten this it equals 1/3,True_Correct,NA
139,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),"3 triangles not shaded out of 9
3/9 simplifies to 1/3",True_Correct,NA
140,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),3 white triangles are not shaded and there are 9 triangles 3/9 simplified is 1/3,True_Correct,NA
141,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),"3/6 is not shaded 
simplified is 1/3",True_Neither,NA
142,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),3/9  is 1/3 in the simplest form,True_Correct,NA
143,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),"3/9 are not shaded
that simplified is 1/3",True_Correct,NA
144,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),3/9 are not shaded and 3/9 in its simplest form is 1/3,True_Correct,NA
145,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),3/9 are not shaded and 3/9 is 1/3,True_Correct,NA
146,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),3/9 are not shaded and 3/9 simplifies to 1/3,True_Correct,NA
147,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),3/9 are not shaded and that is equivelent to 1/3,True_Correct,NA
148,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),3/9 are not shaded and that is equivelent to 1/3.,True_Correct,NA
149,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),3/9 are not shaded but 3/9 is equal to 1/3,True_Correct,NA
150,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),3/9 are not shaded but you can simplify that to 1/3,True_Correct,NA
151,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),3/9 are not shaded in and if you divide that by 3 it would be 1/3,True_Correct,NA
152,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),3/9 are not shaded in and if you divided that by 3 it would be 1/3.,True_Correct,NA
153,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),3/9 are not shaded so you can simplify it,True_Correct,NA
154,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),3/9 are not shaded that simplified is 1/3.,True_Correct,NA
155,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),3/9 are not shaded which simplifies to 1/3.,True_Correct,NA
156,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),3/9 are not shaded. 1/3 is the simplest form.,True_Correct,NA
157,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),3/9 are not shaded.that simplifies is a third.,True_Correct,NA
158,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),3/9 are not shaded.that simplifies is a third.,True_Correct,NA
159,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),3/9 are shaded and simplified is 1/3.,True_Correct,NA
160,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),3/9 are shaded so to simplify that it becomes 1/3 because you divide it by 3,True_Correct,NA
161,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),3/9 are shaded. But 3/9 is equivalent to 1/3,True_Correct,NA
162,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),3/9 are shaded. This is 1/3 simplified,True_Correct,NA
163,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),3/9 are white simplified by three is 1/3,True_Correct,NA
164,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),3/9 aren't shaded but you need to simplify it so it would be 1/3,True_Correct,NA
165,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),3/9 aren't shaded which can be simplified to 1/3,True_Correct,NA
166,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),3/9 aren't shaded which van be simplified to 1/3.,True_Correct,NA
167,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),"3/9 aren't shaded, and that in its simplest form is 1/3",True_Correct,NA
168,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),"3/9 aren't shaded, and that in its simplest form is 1/3.",True_Correct,NA
169,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),"3/9 aren't shaded, in it's simplest form, it's 1/3",True_Correct,NA
170,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),3/9 arent shaded but the simplest form is 1/3,True_Correct,NA
171,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),3/9 aren’t shaded but you can simplify it you get 1/3,True_Correct,NA
